epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.98797,1.1267,3.33853,1.30334,0.00407,0.6059,0.06889,0.05255,0.8433,3.41449,0.89511,2.858e-05,2.858e-05,2.858e-05
